id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
17878,"Very Nice 2Br in Copacabana w. balcony, fast WiFi",68997,Matthias,,Copacabana,-22.96592,-43.17896,Entire home/apt,200,5,260,2021-02-08,2.00,1,334
24480,Nice and cozy near Ipanema Beach,99249,Goya,,Ipanema,-22.9857,-43.20193,Entire home/apt,307,3,85,2018-02-14,0.67,1,37
35636,Cosy flat close to Ipanema beach,153232,Patricia,,Ipanema,-22.98816,-43.19359,Entire home/apt,275,2,181,2020-03-15,2.00,1,236
35764,COPACABANA SEA BREEZE  -  RIO - 20 X Superhost,153691,Patricia Miranda & Paulo,,Copacabana,-22.98127,-43.19046,Entire home/apt,120,3,356,2021-03-06,2.79,1,120
41198,"Modern 2bed,Top end of Copacabana",178975,Nicky,,Copacabana,-22.97962,-43.1923,Entire home/apt,494,3,18,2016-02-09,0.18,2,365
48305,Bright 6bed Remote-work Ready Penthouse Seconds from Beach,70933,Goitaca,,Ipanema,-22.98591,-43.20302,Entire home/apt,1967,2,78,2021-03-05,0.64,8,349
48726,Rio de Janeiro Copacabana Ipanema,221941,Vana,,Ipanema,-22.98414,-43.1945,Private room,110,3,42,2019-08-08,1.02,1,43
48901,Confortable 4BD 3.5BT Atlantic avenue,222884,Marcio,,Copacabana,-22.96574,-43.17514,Entire home/apt,540,4,4,2020-03-08,0.06,2,214
49179,Djalma Ocean View Studio with Amazing Views #100A,224192,David,,Copacabana,-22.9791,-43.19008,Entire home/apt,150,3,96,2021-02-17,0.95,38,106
50294,Ipanema Beach Block Suites Just Seconds from the Beach,70933,Goitaca,,Ipanema,-22.98584,-43.20305,Entire home/apt,1312,2,73,2020-09-20,0.62,8,348
50759,4 Suites lake front Barra da Tijuca,233554,Felipe,,Barra da Tijuca,-23.00307,-43.30911,Entire home/apt,3404,1,7,2017-01-08,0.11,4,365
51703,"Ocean view, block of the beach, Copacabana,Ipanema",238091,Dália,,Copacabana,-22.98128,-43.19091,Entire home/apt,140,3,166,2021-03-14,1.58,2,297
64795,Ipanema amazing 3 BDRs apartment.,93005,Andrea,,Ipanema,-22.98178,-43.20076,Entire home/apt,333,1,17,2021-03-01,0.14,1,355
65546,"Beach Block 3bed Penthouse, Ipanema Best Location",70933,Goitaca,,Ipanema,-22.98599,-43.20299,Entire home/apt,1474,2,64,2021-02-02,0.52,8,348
66574,Beach apart in Rio (January/February 2020),326301,Frederic,,Flamengo,-22.92873,-43.17473,Entire home/apt,180,4,1,2016-08-24,0.02,1,327
66797,Studio Apart  for rent in ipanema.,328096,Carlos,,Ipanema,-22.98463,-43.19563,Entire home/apt,145,3,211,2021-03-19,1.73,3,245
68422,Copacabana Beach Living+AirConWiFi,339264,David,,Copacabana,-22.98498,-43.19135,Private room,215,4,79,2017-11-22,0.64,1,90
70080,Apart-hotel in Ipanema with service and garage,319672,Valeria,,Ipanema,-22.9854,-43.19602,Entire home/apt,230,2,383,2021-03-16,3.41,5,267
73581,Studio Between Ipanema/Copacabana,384673,Pedro,,Copacabana,-22.98027,-43.19255,Entire home/apt,183,3,143,2020-02-26,1.17,1,179
75585,Copacabana 2 BR Penthouse Duplex,401375,Stefan,,Copacabana,-22.98238,-43.19366,Entire home/apt,401,10,101,2020-02-24,0.83,1,270
76245,Spacious Home Heart of Rio290m4QT. Discount10%week,406651,Diogo,,Copacabana,-22.98192,-43.19397,Entire home/apt,784,2,125,2020-02-23,1.06,1,121
76300,"GREAT VIEW -Guesthouse ""CASA 48""- Santa Teresa  #1",406989,Casa 48 Guesthouse,,Santa Teresa,-22.92875,-43.19341,Private room,65,7,214,2021-02-17,1.93,6,206
76961,Tiny House in Lapa,411441,Marcelle,,Santa Teresa,-22.91431,-43.19081,Entire home/apt,100,4,96,2021-02-03,0.79,1,191
77318,❤Unique RIO | retreat w/ forest view in hot spot,110002,Silvia,,Gávea,-22.97629,-43.23145,Entire home/apt,194,5,36,2021-03-08,0.37,1,145
80145,Stay in a small imperial castle !,432777,Andreas,,Santa Teresa,-22.92519,-43.19118,Private room,110,2,14,2019-10-06,0.14,2,365
85807,Ipanema Copa Flat,470565,Sebastian,,Copacabana,-22.98525,-43.19247,Entire home/apt,163,2,4,2020-10-12,0.27,6,83
86670,AMAZING VIEW ON THE LEBLON/IPANEMA BOARDER.,474221,June,,Leblon,-22.98361,-43.21827,Entire home/apt,264,2,83,2021-02-05,0.71,7,255
86978,Room For a Rent : Rio de Janeiro,476838,Antonio,,Jacarepaguá,-22.97237,-43.38141,Private room,826,1,0,,,1,365
87202,Condomínio Villagio do Campo IV,477755,Fabio,,Campo Grande,-22.88756,-43.59413,Entire home/apt,146,2,22,2021-03-11,0.40,1,364
87762,Flat Top em Ipanema à 150 metros da praia,204850012,Vicente,,Ipanema,-22.98386,-43.21383,Entire home/apt,100,2,15,2020-02-14,0.35,1,265
88528,COZY APARTAMENT ON THE COPACABANA BEACH BLOCK.,474221,June,,Copacabana,-22.97794,-43.18969,Entire home/apt,179,2,65,2020-11-22,0.57,7,298
88781,» 30% Off « Beach 50m & Metro > 5 min!!,474221,June,,Copacabana,-22.97456,-43.18807,Entire home/apt,157,2,48,2021-02-02,0.48,7,124
89454,Charm with a great location Leblon,487000,Patricia,,Leblon,-22.98668,-43.22171,Entire home/apt,390,2,33,2020-02-16,0.32,3,363
89862,BL27 ·NO MELHOR LUGAR DE COPACABANA,474221,June,,Copacabana,-22.97607,-43.18926,Entire home/apt,224,2,45,2020-11-02,0.45,7,255
89893,Exotic place in Rio de Janeiro.,483023,Geny,,Laranjeiras,-22.94286,-43.19356,Private room,496,1,0,,,1,365
89981,IPANEMA  QUARTO + BANHEIRO PRIVADO,488707,Celia,,Ipanema,-22.9827,-43.2004,Private room,329,3,167,2020-02-27,1.49,1,265
90907,COPACABANA Best Location! - 3 min from 🏖️,484054,Cleuber,,Copacabana,-22.97839,-43.19108,Entire home/apt,197,2,2,2019-12-29,0.12,1,294
92107,Lovely room in Jardim Botânico,496230,Leonor,,Humaitá,-22.95701,-43.20293,Private room,190,2,6,2020-02-26,0.06,1,0
92531,"Linda vista para montanha, 200 metros da praia",497786,Butterfly Vanazul,,São Conrado,-22.99856,-43.27042,Private room,150,1,0,,,5,0
92549,Butterfly Vanazul Guest House,497786,Butterfly Vanazul,,São Conrado,-22.99893,-43.27047,Shared room,110,1,1,2014-04-22,0.01,5,0
94895,temporada,506187,Sheila,,Copacabana,-22.97049,-43.18923,Private room,180,1,7,2020-02-25,0.11,3,365
96431,Amazing ocean view !,511850,Marina E Ernani,,Barra da Tijuca,-23.01159,-43.36925,Entire home/apt,257,4,50,2021-01-03,0.51,2,304
96478,APARTAMENT IN BOTAFOGO  BEAUTIFULL,530471,Hugo,,Botafogo,-22.94505,-43.18137,Private room,170,4,0,,,3,365
97636,Rio de Janeiro for you! Go for it!,496656,Marcia  Longras,,Botafogo,-22.94169,-43.18703,Private room,128,8,17,2019-10-07,0.15,11,365
99547,Lapa Archs | Santa Teresa best studio for 2 people,524101,Fabiana,,Centro,-22.91408,-43.18233,Entire home/apt,144,4,61,2021-03-11,0.62,2,177
99971,Right in front of the beach in Rio!,525976,,,Vidigal,-22.99,-43.22697,Entire home/apt,393,3,107,2020-02-20,0.91,1,0
101182,APARTAMENT IN FRONT OF THE BEACH,530471,Hugo,,Botafogo,-22.95012,-43.18282,Entire home/apt,200,4,0,,,3,365
103053,santa teresa bairro fatima lapa,533278,Kaka,,Santo Cristo,-22.90487,-43.20924,Private room,386,1,0,,,1,365
106372,Reveillon & Natal na Barra da Tijuca. Rj,551316,Katia,,Barra da Tijuca,-23.0089,-43.43049,Entire home/apt,650,4,7,2020-02-26,0.12,1,362
107469,Quarto confortável com vista panorâmica,556738,Casa Da Carmen E,,Santa Teresa,-22.91831,-43.1785,Private room,54,60,2,2018-12-21,0.02,4,117
108072,Nice 1 BR Apartment in Copacabana,521514,Chris,,Copacabana,-22.98322,-43.19087,Entire home/apt,165,3,146,2021-02-10,1.22,1,352
108882,Gloria Sunshine Apartment in Rio,475926,Angelica/ Fca,,Santa Teresa,-22.92135,-43.18088,Entire home/apt,261,3,57,2020-03-08,0.48,1,68
109747,IPANEMA'S MOST BEAUTIFUL VIEW for 6+2,554897,Jane,,Ipanema,-22.98697,-43.19751,Entire home/apt,682,2,154,2021-02-18,1.37,1,345
118355,HOUSE IN GARDEN,523251,Humberto,,Itanhangá,-22.98789,-43.31698,Private room,2143,2,2,2019-03-06,0.07,5,129
125115,DISCOVERING RIO - Maracanã & Samba,622730,Claudio,,São Cristóvão,-22.90284,-43.22247,Private room,826,1,2,2013-02-12,0.02,1,365
125656,"Copacabana Studio -  5* Reviews, 5 mins to Beach",624433,Alan & Catherine,,Copacabana,-22.97,-43.18823,Entire home/apt,321,2,85,2020-02-27,0.71,1,364
127018,Alugo quarto na Gávea com ar condicionado,629505,Eliane,,Gávea,-22.98096,-43.23718,Private room,140,3,5,2018-08-09,0.04,2,266
130234,excellent studio apartment,641519,Osvaldo,,Copacabana,-22.97541,-43.18877,Entire home/apt,180,3,4,2019-02-16,0.11,1,0
132114,beauty beedrom in Laranjeiras.,649320,Stella E Antonio,,Laranjeiras,-22.93693,-43.19098,Private room,105,1,5,2018-06-05,0.05,1,364
132832,COPACABANA Beach View Room,652627,Ana,,Copacabana,-22.98468,-43.18926,Private room,160,2,4,2019-01-04,0.06,4,31
132909,QUARTO PRIVATIVO,652889,Fernando Patricio,,Maracanã,-22.91549,-43.22626,Private room,300,1,1,2016-02-02,0.02,1,364
133221,The room has its own toilet.,6416134,Rose,,Glória,-22.91986,-43.17859,Private room,120,3,30,2020-02-29,0.32,1,365
137002,"Na Cupertino, muito sofisticado no centro do Leblon",635510,Gilberto,,Leblon,-22.98251,-43.22108,Entire home/apt,792,2,19,2021-01-25,0.16,5,305
137048,Charming 2 bedroom flat in Leblon,670198,Clarisse,,Leblon,-22.98002,-43.22371,Entire home/apt,180,3,33,2020-11-10,0.29,1,350
137150,Penthouse at Lagoa close to Ipanema,670788,Roberto,,Lagoa,-22.97193,-43.20359,Entire home/apt,2754,21,0,,,1,365
137343,"2BR, 2 blocks from Ipanema Beach",671579,Karen,,Ipanema,-22.98606,-43.19513,Entire home/apt,384,6,39,2020-05-15,0.33,1,365
141434,URCA Amazing Penthouse w/ best view/ 230 m2,687759,Adriana,,Botafogo,-22.95454,-43.17442,Entire home/apt,881,3,28,2021-02-26,0.24,2,304
145966,Bedroom close them Maracanã,706303,,,São Francisco Xavier,-22.90345,-43.24253,Private room,200,1,0,,,1,0
146028,Room for two people,706545,Brunna,,Catete,-22.92591,-43.18033,Shared room,1101,2,0,,,1,0
146402,Suite in a beautiful house-Lagoa/RJ,713797,Rosalia,,Humaitá,-22.96148,-43.20038,Private room,275,2,81,2020-09-13,0.74,4,365
154127,Lindo Apt. Rio Centro / Rock in Rio,757937,Renata,,Jacarepaguá,-22.97304,-43.4149,Entire home/apt,250,1,0,,,1,365
166177,Studio  70 meters from Copacabana beach,792218,Levy,,Copacabana,-22.97854,-43.1904,Entire home/apt,130,2,88,2021-01-10,0.75,10,350
166861,Private Double room at Copacabana,454863,Dary,,Copacabana,-22.98249,-43.19222,Private room,249,3,12,2020-02-27,0.15,2,204
166972,O MELHOR ESTÚDIO DE  COPACABANA,795470,Luiz Otavio,,Copacabana,-22.96656,-43.18575,Entire home/apt,170,3,1,2019-11-06,0.06,1,341
167031,"Arpoador beach, the best part of Ipanema",792218,Levy,,Ipanema,-22.9869,-43.19286,Entire home/apt,161,2,59,2021-03-15,0.57,10,350
167932,Quiet studio in the best of COPA,792218,Levy,,Copacabana,-22.97064,-43.18496,Entire home/apt,141,2,74,2021-01-11,0.64,10,349
170397,Studio in the HEART of Copacabana,792218,Levy,,Copacabana,-22.97135,-43.18779,Entire home/apt,136,1,100,2021-01-07,0.87,10,356
171505,Come and feel at home,820276,Cristiana,,Vidigal,-22.99442,-43.23544,Entire home/apt,439,3,1,2016-08-21,0.02,1,363
172902,Studio between Ipanema / Copacabana,792218,Levy,,Copacabana,-22.98114,-43.19429,Entire home/apt,109,2,91,2021-02-21,0.78,10,348
174101,Penthouse & Private Airy and Quiet Terrace,259815,Valerie & Alex,,Copacabana,-22.98015,-43.19098,Entire home/apt,600,3,191,2021-03-15,1.63,2,68
176185,Penthouse Oceanview Copacab/Ipanema,842466,Wolfgang,,Copacabana,-22.98499,-43.19098,Entire home/apt,1543,3,140,2020-03-12,1.22,1,365
178833,Penthouse #1! Best Internet! Veranda! Expat US-DE,856145,Mario,,Copacabana,-22.98026,-43.19109,Private room,125,10,108,2021-03-09,0.92,3,217
178951,Penthouse #2! Best Internet! Veranda! Expat US-DE,856145,Mario,,Copacabana,-22.97858,-43.19075,Entire home/apt,111,10,84,2021-02-27,0.72,3,257
181138,"Stunning penthouse with ocean view and panoramic terrace, beach one minute away.",868175,Yann,,Copacabana,-22.98474,-43.19081,Entire home/apt,1176,4,63,2019-08-01,0.55,1,178
186604,Private room in downtown Rio,896919,Mauro,,Centro,-22.90739,-43.19554,Private room,661,3,0,,,1,365
186989,Quitinete em Santa Teresa,211028,Lisa,,Santa Teresa,-22.92062,-43.18156,Entire home/apt,150,2,2,2016-02-11,0.02,2,364
187092,Studio in Santa Teresa,211028,Lisa,,Santa Teresa,-22.92288,-43.18285,Entire home/apt,214,3,0,,,2,365
188155,Copacabana - 2 rooms - Carnival available,617333,Luis,,Copacabana,-22.96799,-43.18494,Entire home/apt,279,2,32,2019-09-09,0.28,4,179
190204,Venusian Room at Botafogo,918340,Flávia,,Botafogo,-22.94879,-43.18147,Private room,250,3,46,2020-03-24,0.43,2,365
190906,Charmoso apartamento na praia de Ipanema,823800,Rafaella,,Ipanema,-22.98236,-43.19864,Entire home/apt,200,3,163,2021-03-15,1.40,18,335
191955,bedroom suite,929229,Arlete,,Humaitá,-22.95783,-43.19984,Private room,100,5,1,2016-01-18,0.02,2,358
193317,Bedroom Ipanema 1 block from beach,937397,Adriano,,Ipanema,-22.98597,-43.19591,Private room,121,2,181,2020-08-01,1.81,3,180
194319,Great Apartment - Ipanema RIO,940895,Roberta,,Ipanema,-22.98427,-43.19689,Entire home/apt,1027,4,13,2013-11-27,0.11,1,365
196312,Flat between Copacabana & Ipanema,955720,Priscilla,,Copacabana,-22.98297,-43.19388,Entire home/apt,180,2,76,2020-01-05,0.65,1,110
198646,COME SPEND THE BEST PLACE IN RIO!!!,969822,Lucia,,Marechal Hermes,-22.85898,-43.36762,Private room,69,1,6,2017-11-26,0.05,3,363
198665,Comfort and safety on your trip,969899,Josevalda,,Jardim Botânico,-22.96225,-43.22077,Private room,494,3,6,2016-08-16,0.05,1,365
201308,"Nice area,  safe,clean and central",984392,Mrs. Cindy,,Laranjeiras,-22.93431,-43.18877,Private room,826,3,2,2016-02-12,0.02,1,365
202400,COPACABANA - RIO DE JANEIRO - 1/2 block from beach,961863,Caesar,,Copacabana,-22.97467,-43.18733,Entire home/apt,358,3,0,,,1,365
202778,Best Studio in Rio - Copacabana,529105,Alex,,Copacabana,-22.96536,-43.17979,Entire home/apt,192,3,200,2020-12-12,1.72,3,321
203674,"IPANEMA PENTHOUSE,JACUZZI + STUNNING CRISTO VIEWS!",999125,Alastair,,Ipanema,-22.9825,-43.20504,Entire home/apt,2252,5,48,2019-05-07,0.44,1,37
209671,1 bed apartment in beautiful Gloria,1005728,Humphry,,Glória,-22.92337,-43.17561,Entire home/apt,153,7,0,,,2,177
210173,"BEAUTIFUL! Spacious,all rooms",1030316,Elizabeth,,Copacabana,-22.98596,-43.19001,Private room,1625,2,3,2019-10-03,0.03,4,365
215793,"BEAUTIFUL! Spacious,king room!",1030316,Elizabeth,,Copacabana,-22.98596,-43.19001,Private room,275,2,30,2021-03-13,0.26,4,365
215878,"Beautiful! Spacious ,Queen Room !!!",1030316,Elizabeth,,Copacabana,-22.98596,-43.19001,Private room,242,2,31,2020-02-25,0.28,4,0
215887,"BEAUTIFUL! Spacious,TWIN ROOM.",1030316,Elizabeth,,Copacabana,-22.98596,-43.19001,Private room,220,2,32,2020-02-26,0.28,4,202
216461,Comfortable room in Flamengo / RIO,1154263,"Zeilma , Da",,Flamengo,-22.94122,-43.17633,Private room,824,1,0,,,1,365
216700,Ótimo quarto perto Cristo Redentor,1118486,Moara,,Laranjeiras,-22.94344,-43.19245,Private room,180,4,20,2020-01-02,0.19,3,364
219250,Varandão Atelier Lounge Sta. Teresa,1134264,Ricardo,,Santa Teresa,-22.91666,-43.17947,Entire home/apt,170,2,345,2021-03-13,3.22,2,358
220377,Hosts in Rio Master room (double),1142424,Taciana,,Tijuca,-22.92807,-43.24069,Private room,198,3,4,2017-04-06,0.04,2,364
220705,Comfortable room in quiet street,1144461,Rachel,,Copacabana,-22.98246,-43.19376,Private room,300,3,0,,,2,365
221379,Copacabana 2BR-2Bath 1 block Beach #1106,132230,Pierre,,Copacabana,-22.98077,-43.19119,Entire home/apt,549,4,25,2019-11-29,0.22,5,268
223073,❤️ MODERN LOFT IN BEST SPOT OF IPANEMA 1 - 120MB❤️,503995,❤️ BrUx ❤️,,Ipanema,-22.9828,-43.20467,Entire home/apt,143,1,394,2021-03-14,3.42,7,344
223200,Apart-Hotel Triplex Praia Flamengo,1159474,Elias,,Flamengo,-22.93729,-43.17459,Entire home/apt,302,2,128,2020-03-02,1.11,1,84
230989,Nice Flat in Copacabana  Ocean View,1207700,Maria Luiza,,Copacabana,-22.97822,-43.19034,Entire home/apt,150,2,103,2021-01-17,0.90,4,356
231105,"Suite 2 people, beach, events, fun",1208327,Christian,,Jacarepaguá,-22.96982,-43.38807,Entire home/apt,126,2,64,2021-03-21,0.70,2,96
231497,Nice big studio in Copacabana,1207700,Maria Luiza,,Copacabana,-22.98102,-43.19212,Entire home/apt,160,2,53,2021-01-30,0.47,4,365
231516,Apartment on Copacabana beach,1207700,Maria Luiza,,Copacabana,-22.97733,-43.18987,Entire home/apt,350,2,30,2016-08-21,0.26,4,175
236991,PRAIA DE COPACABANA!!   1 BLOCK FROM THE BEACH,1241662,Nilda,,Copacabana,-22.96321,-43.17544,Entire home/apt,84,5,21,2021-02-17,0.24,1,91
238802,EXCELLENT TWO BEDROOM APARTMENT IN COPACABANA,235496,Paola & Isak,,Copacabana,-22.96386,-43.17757,Entire home/apt,270,2,43,2021-02-25,0.38,5,319
239531,Bedroom with seaview  surrounded with everything,792218,Levy,,Copacabana,-22.96434,-43.17563,Entire home/apt,162,2,87,2021-01-30,0.77,10,332
242214,APT IN BOTAFOGO INFRONT OF THE BEAC,530471,Hugo,,Botafogo,-22.94984,-43.18125,Entire home/apt,200,1,0,,,3,365
245951,Luxury Apartment in Copacabana,1289982,Carnaval Turismo,,Copacabana,-22.96817,-43.17987,Entire home/apt,230,3,13,2019-03-08,0.12,1,365
247052,Christ the Redeemer View,1295841,Osmar,,Botafogo,-22.95849,-43.18518,Entire home/apt,357,5,0,,,1,234
247779,Cozy Apartment in Ipanema!,1298591,Karina,,Ipanema,-22.98666,-43.19321,Entire home/apt,170,2,128,2021-01-03,1.14,1,363
248756,Copacabana 1 block away from beach,804664,Bernardo,,Copacabana,-22.98091,-43.19152,Entire home/apt,280,3,124,2021-01-10,1.08,1,355
249323,"Designer beachfront apt, safe loc",1306210,,,Copacabana,-22.97561,-43.18791,Entire home/apt,688,1,81,2020-12-30,0.71,1,356
249616,Flat at Barra Near by WINDSOR HOTEL,1307761,Malí,,Barra da Tijuca,-23.01129,-43.32305,Entire home/apt,195,3,220,2020-04-20,1.96,2,0
249842,"Cozy, central, close to the beach",1309444,Sonia,,Copacabana,-22.96911,-43.18836,Private room,300,2,126,2020-01-19,1.14,3,0
251701,LEBLON BEACHFRONT VILLA APT.2,1319991,,,Vidigal,-22.99176,-43.23313,Entire home/apt,549,7,27,2019-11-13,0.24,8,365
251868,Great & comfy studio Copa!,1321287,Helena,,Copacabana,-22.97725,-43.19039,Entire home/apt,120,4,83,2021-01-03,0.73,2,68
256323,Garden Studio - Home away from Home,1348172,Jennifer,,Santa Teresa,-22.91742,-43.1833,Entire home/apt,127,3,184,2021-03-08,1.68,1,144
260323,Wonderful Apt. 80m Barra  in Rio,1365868,Elaine,,Barra da Tijuca,-22.98831,-43.35749,Entire home/apt,1922,2,1,2012-02-23,0.01,1,0
262466,APTO BOTAFOGO - BEM LOCALIZADO,1377161,Ana Cristina,,Botafogo,-22.95349,-43.18113,Entire home/apt,250,1,3,2016-01-05,0.03,1,364
264816,Duplex in BARRA  w/private terrace,259815,Valerie & Alex,,Barra da Tijuca,-23.00291,-43.39086,Entire home/apt,269,7,33,2021-01-01,0.31,2,2
265752,Jacuzzi 2 min. walk CopacaBeach 4 BR - 3 bath #201,132230,Pierre,,Copacabana,-22.9813,-43.19217,Entire home/apt,384,7,45,2020-11-04,0.40,5,363
266698,Copacabana-1 block from Beach-2 Rooms with Balcony,617333,Luis,,Copacabana,-22.97254,-43.18939,Entire home/apt,1000,5,2,2020-02-26,0.02,4,363
271975,Unbelievable Ocean View Apartment,1423140,Maria,,Vidigal,-22.99339,-43.23687,Entire home/apt,236,1,8,2019-12-02,0.08,1,294
272335,EXCELLENT APARTMENT IN COPACABANA!!,7506316,Vitor,,Copacabana,-22.96413,-43.17436,Entire home/apt,131,2,214,2021-02-08,1.89,1,362
272631,Comfort em Copacabana,1426830,Neyde,,Copacabana,-22.96717,-43.18776,Private room,148,2,22,2020-02-11,0.27,2,364
273261,Amazing Huge Apartment in Leblon,533566,Lucas,,Leblon,-22.98435,-43.22992,Entire home/apt,5490,2,0,,,1,365
273333,Suite charmosa no Jardim Botânico,625565,Kakau,,Jardim Botânico,-22.96612,-43.21899,Private room,120,3,19,2017-12-24,0.17,2,363
273363,Lindo quarto para longas temporadas,556738,Casa Da Carmen E,,Santa Teresa,-22.91892,-43.1808,Private room,48,90,4,2017-12-04,0.05,4,326
273463,2 bedroom apart with view to the lagoon and garage,319672,Valeria,,Lagoa,-22.97542,-43.19857,Entire home/apt,243,2,447,2021-03-12,4.01,5,176
273496,Luxury Accommodation in Hip Leblon,4022675,Thea & Gui,,Leblon,-22.98338,-43.22332,Entire home/apt,524,3,52,2021-02-17,0.46,1,327
273753,Beautiful room for students,556738,Casa Da Carmen E,,Santa Teresa,-22.91676,-43.1807,Private room,48,50,2,2016-11-03,0.02,4,267
274116,Comfortable apart in Santa Teresa - Rio de Janeiro,1433502,Norberto,,Santa Teresa,-22.91942,-43.18514,Entire home/apt,131,4,33,2020-11-08,0.44,1,356
274552,APT LAPA. BOA NEGOCIAÇÃO CARNAVAL ATÉ 5 PESSOAS!,1435630,Arilson,,Santa Teresa,-22.91577,-43.18744,Entire home/apt,500,4,2,2017-01-12,0.02,1,365
276986,Priv bed/bathroom w/ A/C near Ipanema beach subway,1446638,Daniel & Raquel,,Ipanema,-22.98126,-43.19943,Private room,165,3,10,2016-08-15,0.10,1,356
277124,Beach and Mountain beauty in Rio!,72111,David,,São Conrado,-22.9963,-43.26018,Private room,501,2,12,2016-08-14,0.10,1,364
277923,Beautiful  Between Copa and Ipanema,1450861,Leila,,Ipanema,-22.98831,-43.19115,Entire home/apt,500,5,19,2020-02-27,0.17,5,81
278679,"5 min a pé - Praia de Copacabana, Metrô, WiFi II",449677,Renato / Louri,,Copacabana,-22.98069,-43.19277,Entire home/apt,169,6,18,2021-01-26,0.16,6,107
278745,Luxury Apartment - in Ipanema,529105,Alex,,Lagoa,-22.97997,-43.21108,Entire home/apt,1865,7,1,2013-06-25,0.01,3,365
280625,"Fascinating Rio, on the hills!",496656,Marcia  Longras,,Botafogo,-22.94265,-43.18768,Private room,138,3,21,2020-01-04,0.19,11,365
280765,STUDIO RIO LAPA CARNIVAL,1464031,Erika,,Centro,-22.91398,-43.18404,Entire home/apt,196,3,4,2019-10-03,0.04,4,364
281459,ORLA LAGOA - 2 QTOS PERTO METRÔ & IPANEMA,1116738,Nilda,,Lagoa,-22.97406,-43.20676,Entire home/apt,450,5,9,2020-02-26,0.32,1,5
282071,"Rio, hospedagem e tranquilidade",1470188,Jaqueline,,Flamengo,-22.93663,-43.1766,Entire home/apt,358,2,36,2020-01-01,0.34,2,365
284762,"10People Ipanema/Copa (Páscoa, Boat Show, Feriado",1408960,Celina,,Ipanema,-22.98484,-43.1949,Entire home/apt,400,2,7,2020-02-27,0.08,4,365
284910,COPACABANA 2 BLOCKS FROM THE BEACH,1243921,Fernanda,,Copacabana,-22.96207,-43.17469,Entire home/apt,5490,365,44,2019-10-10,0.39,1,90
285363,All in Rio PI401 Carioca Style,1381764,All In Rio - Fabio,,Copacabana,-22.9619,-43.1749,Entire home/apt,204,2,104,2019-10-02,0.93,35,357
285817,1  bed top floor central Rio  lapa sleeps 4-5,181028,Peter,,Centro,-22.91411,-43.18577,Entire home/apt,381,2,3,2019-02-03,0.03,1,0
286677,a ocean view quadruple room in copacabana,1429181,Samuel,,Copacabana,-22.96633,-43.17754,Private room,250,2,33,2020-02-26,0.30,9,326
286702,double/twin bedroom studio in copa,1429181,Samuel,,Copacabana,-22.96333,-43.17483,Entire home/apt,119,2,126,2020-10-12,1.15,9,365
286788,triple ocean view room in copacaban,1429181,Samuel,,Copacabana,-22.96633,-43.17754,Private room,226,2,19,2020-02-29,0.17,9,329
286792,triple ocean view room in copacaban,1429181,Samuel,,Copacabana,-22.96577,-43.17648,Private room,200,2,1,2019-01-02,0.04,9,326
288758,517 Studio in Copacabana available,1500426,Cristyna  Rio,,Copacabana,-22.98482,-43.19077,Entire home/apt,150,5,25,2020-12-22,0.22,51,365
289898,double/twin ocean view room in copa,1429181,Samuel,,Copacabana,-22.96633,-43.17754,Private room,150,2,4,2019-01-01,0.07,9,326
290503,"5 min a pé - Praia de Copacabana, Metrô, WiFi III",449677,Renato / Louri,,Copacabana,-22.98069,-43.19277,Entire home/apt,164,6,24,2020-03-21,0.22,6,53
291290,Apartment in Copacabana / RIO,402478,Sascha,,Copacabana,-22.97429,-43.18919,Entire home/apt,359,4,4,2016-02-11,0.04,2,365
291771,Beautiful Newly Renovated Studio in Copacabana !,1511425,Renata,,Copacabana,-22.9646,-43.19059,Entire home/apt,2950,4,16,2018-02-20,0.14,1,83
293166,THE BEST PLACE FOR THE CARNIVAL IN RIO,1464031,Erika,,Santa Teresa,-22.91495,-43.18232,Entire home/apt,229,3,1,2017-01-13,0.02,4,364
293171,PRECIOSO PISO EN EL CORAZON DE RIO,1464031,Erika,,Santa Teresa,-22.91566,-43.18482,Entire home/apt,229,3,0,,,4,364
294292,"Copacabana, Cozy and Central",1309444,Sonia,,Copacabana,-22.96959,-43.18886,Private room,250,2,43,2020-02-27,0.39,3,237
295493,Delicious new and beautifull 2 bedrooms apartment,1526160,Mariana,,Laranjeiras,-22.94289,-43.19204,Entire home/apt,240,2,7,2021-01-05,0.06,2,151
295955,Acogedor departamento en un barrio precioso de Río,1527388,,,Laranjeiras,-22.93352,-43.18117,Entire home/apt,132,29,16,2020-03-06,0.14,1,183
297908,Studio em Santa Teresa/Lapa,690494,Eduardo & Raimundo,,Santa Teresa,-22.91523,-43.18127,Entire home/apt,129,2,41,2021-03-07,0.40,1,326
299352,Santa Teresa Q ENSUITE for 2 people,1543711,Ezio,,Santa Teresa,-22.92999,-43.19406,Private room,826,2,7,2014-07-06,0.07,2,365
306113,Copacabana Beach side view 9th floor natural light,1574255,Claudio,,Copacabana,-22.97954,-43.19019,Entire home/apt,154,5,115,2021-03-08,1.37,1,171
307714,SUITE IN IPANEMA RIO DE JANEIRO,1583161,Vanessa,,Ipanema,-22.98355,-43.19793,Private room,275,5,8,2018-01-03,0.07,1,89
